blender_r,-0.00027,0.2097,0.7667
blender_r,0.00000,0.2208,0.7781
blender_r,0.00000,0.2021,0.7879
blender_r,0.00000,0.2144,0.8026
blender_r,0.00000,0.2120,0.7801
bwaves_r,0.00000,0.9743,0.5641
bwaves_r,0.00000,0.9743,0.5641
bwaves_r,0.00000,0.9743,0.5641
deepsjeng_r,0.00077,0.3299,0.5916
deepsjeng_r,-0.00027,0.3208,0.5765
deepsjeng_r,0.00079,0.3385,0.5635
deepsjeng_r,0.00002,0.3318,0.5775
deepsjeng_r,0.00331,0.3319,0.5755
exchange2_r,0.00000,0.1312,0.5417
exchange2_r,-0.00000,0.1222,0.5347
exchange2_r,0.00000,0.1364,0.5464
exchange2_r,0.00000,0.1232,0.5393
exchange2_r,0.00054,0.1313,0.5534
gcc_r,0.00116,0.3956,0.6104
gcc_r,-0.00207,0.3914,0.5539
gcc_r,-0.00077,0.5711,0.5544
gcc_r,0.00101,0.4281,0.5594
leela_r,-0.00076,0.3429,0.5432
leela_r,0.00016,0.3508,0.5379
leela_r,-0.00005,0.3483,0.5378
leela_r,-0.00015,0.3338,0.5456
mcf_r,0.00014,0.3006,0.4793
mcf_r,0.00000,0.2744,0.5647
mcf_r,0.00000,0.3724,0.6519
mcf_r,0.00081,0.2871,0.5365
mcf_r,0.00000,0.2579,0.5465
omnetpp_r,0.00158,0.4597,0.6123
omnetpp_r,-0.00075,0.4663,0.6018
omnetpp_r,0.00231,0.4689,0.6089
omnetpp_r,-0.00175,0.4643,0.6036
perlbench_r,0.00194,0.4040,0.6041
perlbench_r,0.00115,0.3904,0.5519
x264_r,0.00002,0.2454,0.4600
x264_r,0.00000,0.3490,0.3714
x264_r,-0.00050,0.2568,0.3739
x264_r,0.00000,0.2095,0.2261
xalancbmk_r,0.00000,0.1675,0.9460
xalancbmk_r,0.00054,0.3024,0.8057
xalancbmk_r,-0.00073,0.3998,0.7218
xalancbmk_r,0.00001,0.4050,0.7447
xalancbmk_r,-0.00091,0.3940,0.6835
xz_r,-0.00212,0.2839,0.7090
xz_r,0.00165,0.2805,0.7145
xz_r,0.00000,0.3889,0.6663
xz_r,-0.00076,0.2765,0.7123
xz_r,0.00079,0.2732,0.7470
lbm_r,0.00000,0.0494,0.0494
lbm_r,0.00000,0.0494,0.0494
lbm_r,0.00000,0.0575,0.0575
lbm_r,0.00000,0.0581,0.0581
namd_r,0.00000,0.0800,0.0994
namd_r,0.00000,0.0998,0.1083
namd_r,0.00000,0.1063,0.1221
namd_r,0.00000,0.1095,0.1342
cam4_r,0.00391,0.2709,0.5324
cam4_r,0.00131,0.3096,0.4569
cam4_r,0.00000,0.2327,0.2835
cam4_r,0.00052,0.2702,0.5175